reviewerID,asin,overall
A1Y09QLADQYQJG,0767827635,4.0
A39CX0EE4BZCZC,0767827635,5.0
A2CMB8JY5KWU6E,0767827635,4.0
A1J03J0HZ7KU5T,0767827635,3.0
A38Z66H58RIJ64,0767827651,4.0
A1534MBU6VJXYN,0767827651,5.0
A2BNUXR0UI4SEU,0767827651,5.0
A1DZU4AQR7KD9R,0767827651,3.0
A2I3XAUL87C07S,0767827651,5.0
A1JK5U3APG1IU7,0767827651,1.0
A252V7I3ZP3B3Q,0767827651,5.0
A2TJWNRBBU82FQ,0767827651,4.0
A2RSUKPDSJKRP4,0767827651,5.0
A10EPO2X69JN1B,0767827651,5.0
A8S11VP9Z36D6,0767827651,5.0
A3QZ13O045HWDC,0767827651,5.0
ARP7J1GJMWQ5F,0767827651,5.0
A1M30U15ESLHY6,0767827651,5.0
A2ZM9LOATLIPME,0767827651,4.0
A1U35HAA3JK3D1,0767827651,5.0
A1A07K07BYXWCW,0767827651,5.0
A1KQVX2QZ1CUT,0767827651,4.0
A2SQMRX7PG62Y1,0767827651,5.0
A2O00IFW8OOYUN,0767827651,5.0
A2QATCGSNFFODK,0767827651,2.0
A30TK6U7DNS82R,0767827651,5.0
A1FC9OKG8OG4T,0767827651,5.0
A14JDMGDD2OX5,0767827651,3.0
ASDR1T2HTA9Z0,0767827651,5.0
A1KML1SYCZPFSS,0767827651,5.0
A3CXX53ULCU3N9,0767827651,4.0
AY07XXBXN9BW0,0767827651,5.0
A1WRYWUWOR1EZC,0767827651,5.0
A2D1H4HMCII3XM,0767827651,4.0
A3QJ4BFPVVK44R,0767827651,5.0
A2Z7BF0CP3GIUI,0767827651,3.0
AOY71PRXEIV8H,0767827651,2.0
A6FSUGBYHEU61,0767827651,5.0
A3FVH7L0Q1PK18,0767827651,5.0
A187UY4EHJ14V8,0767827651,5.0
A8FC9USGCKVN2,0767827651,4.0
AU0B8KB09JEPC,0767827651,5.0
A3Q0JZNG4SK3QS,0767827678,4.0
A253YQVU2COMJS,0767827678,4.0
A3N8RZSXKN1OR2,0767827678,4.0
A1U9EECS19NHBL,0767827678,5.0
A11Q5KWGNC3L2L,0767827678,5.0
A3CN9CCJUNIPKT,0767827678,3.0
A18XYZND7O4FVV,0767827678,5.0
A3V1AHX8P4R839,0767827678,5.0
A16CZRQL23NOIW,0767827678,5.0
A2OT4IZXVM7F5U,0767827678,5.0
A10ODC971MDHV8,0767827678,5.0
A3GQJWEH0AB784,0767827678,5.0
A3SD56L1VSX37I,0767827678,5.0
A1MUSWP1CUH48G,0767827678,5.0
A31X9O49RQUNZ1,0767827678,4.0
A3JPPR6JT75N0E,0767827678,5.0
A3UZ9JZO8XWSI2,0767827678,4.0
A11VCNBVYMHXBJ,0767827678,5.0
AMI93IPFWAFDW,0767827678,5.0
A3AVTDDYOD2K92,0767827678,4.0
A2EXPUBTUFR6EE,0767827678,4.0
A2K7KE1LR4PGFD,0767827678,4.0
A2ZHSORK1HHYTT,0767827678,5.0
A2Q29ZOS355OVZ,0767827686,2.0
A3N8RZSXKN1OR2,0767827686,4.0
A1AXPA4EBEOWXJ,0767827686,5.0
A1N0R4Q7PVRODW,0767827686,5.0
ABPTXUR9T2H6O,0767827686,5.0
A2N5Y7X250SJ2S,0767827686,5.0
A1V77RHMJJJT3L,0767827686,5.0
AU5I1NE1X9G2R,0767827686,4.0
A3KWHDPAJGKGHO,0767827686,5.0
A1WL9BJ0FOO1YO,0767827686,5.0
A3D6ZZ6ZB566TP,0767827686,5.0
A3JTH70ZHQZMCK,0767827686,5.0
A3RKKMIGZZU4SX,0767827686,5.0
A157KWHXF4FBPQ,0767827694,4.0
AM15I6EX4HLZZ,0767827694,1.0
A25SFTM8HEBUZA,0767827694,5.0
A2B8AARTSIQS85,0767827694,5.0
A1DSL771CZ7QV3,0767827694,4.0
A3QLI6GG2R782L,0767827694,4.0
A2VG8F8TL6AYDR,0767827694,5.0
A37EKUZVMF6U8B,0767827694,5.0
A5MCLA1MOX67S,0767827694,5.0
A3AKUPVM7AVXM2,0767827694,5.0
A11R1P63WJ4GTZ,0767827694,5.0
A3TSKC1CS6T4E6,0767827694,5.0
AUTBHG6070SL4,0767827694,4.0
A2S166WSCFIFP5,0767827716,4.0
AZSN1TO0JI87B,0767827716,4.0
A2HM8HLP4WMXUJ,0767827716,5.0
A1PASRZ81DY9C,0767827716,2.0
ASDIF7S0U80CS,0767827716,5.0
A1NV8HZTGKIPXQ,0767827716,3.0
A34SXB1Q7FQVN6,0767827716,5.0
A3O5T5VAQ3TD17,0767827716,5.0
A21B2TJBWCSK1R,0767827716,4.0
A2NH6XSE79X3VY,0767827716,5.0
AA82NV1DUREIA,0767827716,5.0
A3NLDRTT82W2LC,0767827716,5.0
AWMGOZYQHV1P0,0767827716,5.0
AOOFM3C8B148V,0767827716,5.0
A2OCSKCA8JG2Q1,0767827716,4.0
A1W702WG1LC6R3,0767827716,4.0
A18UIDHXASRHHP,0767827716,5.0
A3FUBUJAIGM87T,0767827716,3.0
A35GPOB78M83KY,0767827716,5.0
AHMRHGIWPMQPI,0767827716,5.0
A3C6CZC2JP67VK,0767827716,4.0
A1KJOZ45AAPOV1,0767827716,5.0
A3T29UI157DYE3,0767827716,4.0
A29H3006SWAGW5,0767827716,4.0
A11QJ291AWPT8T,0767827716,4.0
A2HIBT2MA2AKIS,0767827716,4.0
A38B9L3P1F8AJE,0767827716,5.0
AGBZEDJCIAMR5,0767827716,4.0
A2AOZQ3WTNVVOK,0767827716,4.0
A2CASX1P233016,0767827716,4.0
A2YN9HMM14FCBA,0767827716,3.0
A2TK4VNJTH4DWN,0767827716,5.0
AY4MWSE8D9IHK,0767827716,5.0
AT47B1OUZ23TI,0767827716,5.0
AGQK94WYT7JAH,0767827716,5.0
A2ZHH7AK83JB5G,0767827716,4.0
AEF8X4ECM4Q3S,0767827716,2.0
A3DE438TF1A958,0767827716,5.0
A3UVCE4V4Q4OJ3,0767827716,1.0
A2JP0URFHXP6DO,0767827716,5.0
A30BCSF2JY6OP,0767827716,5.0
A3JM2U8EONZZL7,0767827724,4.0
A51IK68MWKV5R,0767827724,5.0
A24IKZSZR6K0CK,0767827724,3.0
AENTSPPDCWT4Q,0767827724,4.0
A62QGCRMIF6S2,0767827724,5.0
A10ODC971MDHV8,0767827724,5.0
AH1JJHXMAJZO,0767827724,5.0
ATU3G9OOTV3G8,0767827724,5.0
A2BVMFF1GCRXK8,0767827724,3.0
A2AB4H9JQJGJEE,0767827724,5.0
AKQZK9IQ0QTLI,0767827724,5.0
A14LU2KCA82G61,0767827740,5.0
AJQ1S39GZBKUG,0767827740,5.0
A1HR9FER2KBE8Z,0767827740,5.0
A3KF4IP2MUS8QQ,0767827740,5.0
A11G97LI6KPL5F,0767827740,5.0
A2TL7MXZQ91LRH,0767827740,4.0
A3HM5G9IV1FTFP,0767827740,5.0
A2W9J1ZCL5N1ZB,0767827740,4.0
A1RN7EOCH1YWSP,0767827740,5.0
A30R4VQEXHOYHG,0767827740,4.0
ALMECPHNTA255,0767827740,5.0
A3LU79BYMWZEW9,0767827740,4.0
A2YO1QL9VAF2K0,0767827740,1.0
A3EERSWHAI6SO,0767827740,5.0
A207WNQ5BP0FU1,0767827740,3.0
A1OLXB2JF8GXP4,0767827740,5.0
A1FML9FCUPV6TI,0767827740,4.0
A37NP1T8KCEMOW,0767827740,5.0
A1JTQANH3PJ11W,0767827740,5.0
A1WPOUY349ICW2,0767827740,5.0
A5635NG8UYOQX,0767827740,2.0
AT6XWYL89NOYH,0767827740,4.0
A1TK6R2JSC97HL,0767827740,4.0
ALSB7PYO3S0GB,0767827740,5.0
A38U2M9OAEJAXJ,0767827740,5.0
A18758S1PUYIDT,0767827740,5.0
A1FLTE7XTEYWV9,0767827740,5.0
AQNN6YS5S8YSP,0767827775,5.0
A2RFC26PCZ9204,0767827775,1.0
A3ACY9APGMW3EP,0767827775,4.0
A2R4YQNCYMS8M7,0767827775,2.0
A11SDA13RKFY5F,0767827775,5.0
A3UTDFB4ASDFRG,0767827775,5.0
A65AP7NKXYGFL,0767827775,5.0
AOYTQFRLD8VLP,0767827775,5.0
A3ACW0L07ZUTI8,0767827775,4.0
A364VIQ3KLAWVX,0767827775,5.0
A1RL80L601A65M,0767827775,4.0
A2UPMGMEPBQGKM,0767827775,3.0
A2HXA2ALWJQPI0,0767827775,5.0
A2JYWMG3L70QH1,0767827775,4.0
A2JHQQP0R06LSX,0767827775,4.0
A3KB1H0S7T6JX1,0767827775,5.0
A73V8JDMRZPA3,0767827775,1.0
A138B21M2L7UAH,0767827775,4.0
A2PI7S3HDQJYUT,0767827775,5.0
AMYW43AHO16SS,0767827775,4.0
A82REAG3XLRBV,0767827775,5.0
A76E3VNJDC85S,0767827775,4.0
ABN41OWUWC9E8,0767827775,5.0
A2PQR2O9Y0KQ6Q,0767827775,5.0
AQP1VPK16SVWM,0767827775,4.0
A2CKTPP683Q2XN,0767827775,5.0
AYDB79QOKTMF7,0767827791,5.0
A2C68AX0ZH0PTP,0767827791,5.0
AD2DDHLD6FRFM,0767827791,5.0
AGTSSUW09UNDB,0767827791,5.0
A6ARHT06FJE8O,0767827791,5.0
A38LIPX6GHLI9X,0767827791,5.0
A4A4SGXZ6PO70,0767827791,1.0
A1STE8GFJV0JBM,0767827791,5.0
A13E0ARAXI6KJW,0767827791,4.0
A247SUFP702OZ4,0767827791,5.0
A47V1VCGSA6P5,0767827791,5.0
A3KWF0Z9R8TIHM,0767827791,4.0
A3UDYY6L2NH3JS,0767827791,4.0
A2OO9P80HR0I6M,0767827791,3.0
A1LP6O85Z894GT,0767827791,4.0
A2XMJCWD0AF5U,0767827791,4.0
A1AGEE21KU0JJJ,0767827791,4.0
A3IXIEMYSGNRYI,0767827791,5.0
A199V9Y5ER1L5P,0767827791,5.0
A3QFC8X23IR3QC,0767827791,5.0
A2OO9DS1RY5KXU,0767827791,5.0
A11WSRZEIFK86D,0767827791,3.0
A24OZM1L8GT83Z,0767827791,4.0
A2I9WSHWUBKGF1,0767827791,4.0
A81P47EIXM8HA,0767827791,1.0
A5NXM2T8UEYH4,0767827791,5.0
A3RSU19F3H6310,0767827791,1.0
A13T47HZKP5AES,0767827791,5.0
A37S3ACL57LN62,0767827791,3.0
A2URYUILWAFK6M,0767827791,4.0
AIW4QUY365R0J,0767827791,5.0
A2WPAUTK46SQ31,0767827791,4.0
ASF2Z8OJR0TP3,0767827791,2.0
A2ARAND56N4711,0767827791,1.0
ARP2CIUF5Y7V7,0767827791,5.0
ADLEP7602OVL7,0767827813,5.0
A3B7L41N5819IE,0767827813,5.0
A2CRR5QIO63NAT,0767827813,5.0
AURP3U8YZB2YR,0767827813,5.0
A3OZLKPFSLMZW3,0767827813,4.0
A3K6W11ZG68IQP,0767827813,5.0
A3N8RZSXKN1OR2,0767827813,4.0
APZ9MBMUKD2W,0767827813,5.0
A3GRS8V14KL6F3,0767827813,5.0
A1IEJDPL6HTUCQ,0767827813,5.0
AP1W6IWXADCUA,0767827813,5.0
A2UXMWJIWV3AZ8,0767827813,5.0
A2P3TQXQVSHNJR,0767827813,5.0
A2N96P1JURSWBX,0767827813,5.0
A1SAZB83QFR0W2,0767827813,5.0
A3EVLO0UWGZWP5,0767827813,5.0
A29PVAR1XEQBTU,0767827813,5.0
A2RSUHLIR3Y5TA,0767827813,5.0
A2JSLX4ZA6OJUU,0767827813,5.0
A3FN51HH9ZNP8W,0767827813,5.0
A3ORY2SBS6G1P5,0767827813,2.0
A1D3HQWSVEMBAV,0767827813,5.0
A1S8KHKXPU4CJM,0767827813,5.0
AO4U0QUYA0D27,0767827813,5.0
A1CVM427QH52BL,0767827813,5.0
A6QZD6SN6SRT8,0767827813,5.0
AE277H8U2Q8A1,0767827813,5.0
AZMJJAYBNYVD0,0767827813,5.0
AI3XGM7DYGUPZ,0767827813,5.0
A32ZUCGMGSSKVS,0767827813,5.0
A3EUBXRS03GGOY,0767827813,5.0
A2X41NFZQAE4B4,0767827813,4.0
A2A4RTNAXCBB3V,0767827813,5.0
A3T2WJL4Z63EFR,0767827813,5.0
A3AAZC7RDJNE71,0767827902,5.0
AGEIT17HENDIS,0767827902,4.0
A8F5JL96PON7E,0767827902,5.0
A318QQ6UFZD7KB,0767827902,5.0
A2CW9IQAPFEYLM,0767827902,5.0
A223EA10PQ5VMC,0767827902,5.0
A3H17NGGV2RSBX,0767827902,5.0
A1I7QGUDP043DG,0767827902,5.0
A3VHIJV3ZH6WAU,0767827902,4.0
ASIEGG17K1UID,0767827902,5.0
ALK95K8QTSBV9,0767827902,1.0
A2RJH0B82L691Q,0767827902,5.0
AE9149KYIFXKZ,0767827902,5.0
AQ01Q3070LT29,0767827902,5.0
A3HQ9WLQTM9HXC,0767827902,5.0
A2GPEV42IO41CI,0767827902,5.0
A31JUPQBH538N1,0767827902,5.0
A22RY8N8CNDF3A,0767827902,4.0
AESY8NCX6VS6O,0767827902,5.0
A2JBTMN34XGI8Y,0767827902,5.0
A3IZQWRULAKKMT,0767827902,5.0
A2ST5SXQNM06EP,0767827902,5.0
A38LH3RTIR7GI1,0767827902,5.0
A3JAVQJUJBU137,0767827902,5.0
A3OGXPIS7FLY4P,0767827929,5.0
A351XMJF8DCD8Z,0767827929,2.0
A1FGHA4GU5R5Y8,0767827929,5.0
A2G26872N98JXP,0767827929,5.0
A2LTW9AK9TKSWU,0767827929,1.0
A1MI9VOMVYBV1S,0767827929,5.0
A2R7C89XLWLGXA,0767827929,5.0
AK7D1BHZOSOL1,0767827929,5.0
A27LXZTW0PR58P,0767827929,4.0
A3MMX0D8RQ26FE,0767827929,3.0
A140XH16IKR4B0,0767827929,3.0
A1T9KMZHA7GVQ0,0767827929,5.0
A3OIXHLUK5RW4J,0767827929,5.0
A2702LKSKYJ6U5,0767827929,5.0
A3OGD0I4CB6MCT,0767827929,5.0
A25AKCMZ0T4H5L,0767827929,4.0
A2ZO4ONPL3Q47R,0767827929,5.0
A30VBFALXERAE9,0767827929,5.0
A3IA0WH74QUX6A,0767827929,5.0
A261ZUABG34OK7,0767827929,5.0
A5ZK0TXX45BZW,0767827929,5.0
A1CXQO1I23BAD0,0767827929,4.0
AGTLVOEGR7RDE,0767827929,5.0
A4PE1Y4MTBXJM,0767827929,5.0
A24EEHJR10G141,0767827929,5.0
A3MV8Y5ZXMU2ER,0767827929,5.0
ARJHHGOHUHWSI,0767827929,5.0
A2I6MHMAZZDCRX,0767827929,4.0
A2R6RA8FRBS608,0767827929,5.0
A2T447IUN87OZT,0767827929,5.0
A9ZLZH59MQYW9,0767827929,4.0
A25QSUQQXLVGUP,0767827929,5.0
AW6GEQ80D6FAA,0767827929,4.0
A2G4HHCMP66YDC,0767827929,5.0
A1LXRX9FOMYGYV,0767827929,5.0
A233R5LF9NRU8D,0767827929,2.0
A2XXIWWE7JBASR,0767827929,2.0
A4ZGVTKXLIDSS,0767827929,4.0
A1HT12UPSGSZ91,0767827929,5.0
A10PWIV4JS03JE,0767827929,5.0
A3O70NJ1CL3QZ4,0767827929,4.0
AVKFF890LP0J4,0767827929,5.0
A17USE0KGSW3VN,0767827929,5.0
A35977R1MY10Z7,0767827929,5.0
A1VZA3DZ3MOYRE,0767827929,5.0
A1IPUOFC6FVOIQ,0767827929,5.0
ALHC64J88LVWO,0767827929,5.0
A3964J4E7YXILV,0767827929,5.0
A2CTMU0HX236CV,0767827929,5.0
A740LVRDQ1SSQ,0767827929,5.0
A346EIYGJ735TE,076782900X,5.0
A3W39NZ8J5GKXW,076782900X,5.0
A2CIAHZ2KIVC0B,076782900X,5.0
A2BJ3MTMMW4L37,0767830520,5.0
A1J87C2DKBO441,0767830520,3.0
A1JT6CECEQIIB4,0767830520,3.0
AD5OF4QIP4EJ4,0767830520,5.0
A2Q2WGNW2CT7ZD,0767830520,5.0
A24K009OTYNXIZ,0767830520,4.0
A1534MBU6VJXYN,0767830520,5.0
A38N4MOCLSOKOH,0767830520,1.0
APBZTFB6Y3TUX,0767830520,5.0
A2XKQHB8VCUCJK,0767830520,4.0
A3EUSH8DPW75LR,0767830520,5.0
A2BIAPZM3ECU5L,0767830520,5.0
A2UN3THZG5FOUR,0767830520,5.0
AC32305TO79HL,0767830520,1.0
ANOOQD9XOQWSM,0767830520,5.0
A1TEMNM9ZEOLJ6,0767830520,5.0
A207FFE0A200KY,0767830520,5.0
A2D2A1D7IWAYRK,0767830520,3.0
A1ASCECH3KOZ3P,0767830520,5.0
APJLO0V5JTA1S,0767830520,5.0
A39CX0EE4BZCZC,0767830520,5.0
AWS7LIIU1QFKP,0767830520,5.0
A2UBYWVZZ4XBFX,0767830520,5.0
A24EFU7LU947WL,0767830520,1.0
ABFV43AMFNRAQ,0767830520,5.0
A1KMUFR1GCFQQY,0767830520,5.0
A2NHNFXGL84STJ,0767830520,5.0
ATJ4QI6L9G5X6,0767830520,5.0
A3HVWX49BZKLLH,0767830520,5.0
A2L8LA6R263O19,0767830520,5.0
A1AE7GQ9YTCDL7,0767830520,4.0
A1ZSOVLMVAXGBO,0767830520,5.0
A16CZRQL23NOIW,0767830520,5.0
A12AMJBY3267I1,0767830520,5.0
A2H1WNB30JNAWU,0767830520,5.0
A1PCN1E3HFXV4H,0767830520,5.0
A1VT2N4JAWFQKJ,0767830520,3.0
A2HECJNIRISMPR,0767830520,5.0
A3SJMW269N75IL,0767830520,5.0
A3HB5BTD9VHDS8,0767830520,5.0
A2C5LA07JCDWTN,0767830520,5.0
A3KUUII2GSHN7T,0767830520,4.0
A10ODC971MDHV8,0767830520,5.0
AQ79DO3H5GRS2,0767830520,1.0
AXYEW4EJR2BIA,0767830520,5.0
A1NI0VOVXZBM7Y,0767830520,3.0
A1C3ZLXDBCQCPC,0767830520,5.0
A1TIAT1UWMW85I,0767830520,5.0
A1U6B2LDK3BUVU,0767830520,4.0
A3V6Z4RCDGRC44,0767830520,5.0
A3M3P374X7ELR3,0767830520,1.0
A1EAMAQ8BSI0LY,0767830520,3.0
ASR5YRQ8Y7DQH,0767830520,5.0
AVIV26F6YMTT8,0767830520,5.0
A3M80QVWQWHPS,0767830520,4.0
A107LQISEJVK38,0767830520,5.0
A2R6RA8FRBS608,0767830520,5.0
AT9YSY20RJUDX,0767830520,4.0
A15U1VU9GI9WXM,0767830520,4.0
A2ZLROGIL2V7GV,0767830520,5.0
A1POCLWCPYSTGT,0767830520,5.0
AE386W0VWLMP2,0767830520,5.0
A263ORUL49HIZZ,0767830520,5.0
A6LSQKISAJHFF,0767830520,5.0
ATRWX969HPR8W,0767830520,5.0
A32TK6Q7QY6NYH,0767830520,5.0
ARUQXM0UUGV4Y,0767830520,5.0
A14GK0E64J0WAS,0767830520,5.0
AG3GJ4FOOY2A,0767830520,4.0
A1WTYDG8FV5FTB,0767830520,1.0
A3Q3ZMDWJPUMTT,0767830520,4.0
A16QODENBJVUI1,0767830520,5.0
AGZVS6M8XJGN6,0767830520,4.0
A13OMT8D4GPIBV,0767830520,5.0
A2U8YE7DZT8LH6,0767830520,5.0
AHKU8B111SKTZ,0767830520,5.0
A13IKSGDYNBNQS,0767830520,5.0
A1SKGUS2L0JU8R,0767830520,5.0
A35B8DMTUA4I90,0767830520,5.0
A2QB2K037L4INQ,0767830520,4.0
A2DGL6HVAOPX36,0767830520,5.0
A37KG5HXY9VWPW,0767830520,5.0
AYYOPF6RG019D,0767830520,5.0
AT7W1EXT0PF2Y,0767830520,5.0
A1CRRC89D697TI,0767830520,5.0
A37Z81LW79DUZ8,0767830520,5.0
A3LQ6XMR25MRJ9,0767830520,5.0
AK2AQIULQDFS5,0767830806,2.0
A1HN8B112NHKUY,0767830806,3.0
A27CFNHYZG6WS8,0767831063,3.0
A1IUK1ZZ5NW5P,0767831063,5.0
A1HUKRDQGNPGB4,0767831063,5.0
A2TMVYPRFAMN8P,0767831063,5.0
A282VHMWV0U6O,0767831136,5.0
A1BE6OK9R2JFJJ,0767831322,4.0
AIMR915K4YCN,0767831322,5.0
A3LW3WBTMZUSDB,0767831322,5.0
A32BJQ1KJOJLUH,0767831322,4.0
A3MJOVF3SEYAB7,0767831322,4.0
A3SO8IS08TELUA,0767831322,4.0
AGN2UT6Z53KDR,0767831322,4.0
A14JAMNDZXP6QN,0767831322,4.0
A2RYG8NK3QPUAC,0767831322,5.0
A3MQ15651KGVLJ,0767831322,5.0
A2P9ISCZCBRC00,0767831322,4.0
AYYU1P00847RG,0767831322,5.0
A18BD98SU49UB7,0767832248,5.0
A2PV6GK1HV54Y9,0767832248,3.0
ANGH6401L9Y0T,0767832248,4.0
A2RGK1YWXPTRFB,0767832248,5.0
A23G1LK378ONIC,0767832248,4.0
A3GVANGK77QA2X,0767832248,5.0
AC32305TO79HL,0767832248,4.0
A30NXBU3CDNDFR,0767832248,5.0
A341I7OOV1209,0767832248,1.0
A1MNVGDJ19JDY7,0767832248,5.0
ALX2RTJW3NF0O,0767832248,5.0
A2DMKK8EY485KF,0767832248,5.0
ADS5APY1NKTL4,0767832248,5.0
A2I87OY16UP61R,0767832248,5.0
A1B350OHYHQTGX,0767832248,5.0
A27IM95K2U31OU,0767832248,5.0
A21NEBBYYW8VY6,0767832248,5.0
A3DYXL0SF7KR34,0767832248,5.0
A1YP4PX17IPA8M,0767832248,5.0
A76IQXHFVNTPI,0767832248,5.0
AVUUP7BRMRLQ2,0767832248,5.0
A2WSI8HOWHFDOT,0767832248,5.0
A3JXCEVAFDJE18,0767832248,5.0
A39KW3UOYNDWS9,0767832248,5.0
A3EV3MQ3ZRMTNB,0767832248,5.0
AS06NWTD98QMK,0767832248,5.0
A1CZV81CHND0NC,0767832248,5.0
A31BM7V5BMXQAN,0767832248,5.0
A2G2R8D7CGHDJ,0767832248,5.0
ACXTAU62C7UGK,0767832248,5.0
A1N2E0HWE3OCJW,0767832302,5.0
A33DARJH8RAX9L,0767832302,1.0
AWN86EEALSBNR,0767832302,4.0
A3G5BIKF2J0UYM,0767832302,5.0
A9S8OKH4KHIP7,0767832302,5.0
A461VTLW9G9YB,0767832302,2.0
A8GEI2RAMP5OA,0767832302,5.0
A8Q7TQR7X9BM3,0767832302,3.0
AI345DWOQT367,0767832302,5.0
AA50ZQDY2TPK5,0767832302,5.0
A14EWT7M0AJA7Z,0767832302,3.0
AKMEY1BSHSDG7,0767832302,5.0
AAPICVG4CR5C5,0767832302,5.0
A3ELF6Q52QJW7J,0767832302,4.0
AUV0BR1PZ7F42,0767832302,4.0
A2NJO6YE954DBH,0767832302,3.0
A3VU3ELQ2MWPBV,0767832302,5.0
A152C8GYY25HAH,0767832302,2.0
A370Z6I5GBWU44,0767832302,4.0
A2NYIFEHV6M50D,0767832302,5.0
A2J0NZ4VW5G9HW,0767832302,5.0
A288SXRFQA42XE,0767832302,5.0
A16H5VXQ508A8C,0767832302,5.0
A15X34OFIP2S1A,0767832302,5.0
A3RMAWK4ELOLRZ,0767832302,5.0
A5UMUVEV1RUS9,0767832302,4.0
A33Q6C55UEUAH6,0767832302,4.0
AEF8X4ECM4Q3S,0767832302,3.0
AAXHO2OS16WH8,0767832485,4.0
ANCOMAI0I7LVG,0767832485,2.0
A253ESFZQNPFUP,0767832485,1.0
A3MKHD3AKS69BH,0767832485,4.0
A2JIU9KUIZ71E2,0767832485,5.0
AD2BIAIH78QI5,0767832485,2.0
A9Q28YTLYREO7,0767832485,3.0
A24PQQLD9KHVAZ,0767832485,5.0
A8NQ7SFHJXEB5,0767832485,5.0
A33HMED8U0AA0,0767832485,5.0
A8NIGWCYT8IRS,0767832566,4.0
A1JF4269M6RHFA,0767832566,3.0
A2Q5D42J42V5ZP,0767832566,2.0
A25DJAZZKN75A9,0767832566,5.0
A3INMIZIYJ9BQ4,0767832566,4.0
A37SC5AY49BX5O,0767832566,5.0
A50VORX63BFKI,0767832574,5.0
A2VONCCLG3HSLL,0767832574,4.0
AE2DJC4R447KY,0767832574,5.0
A325TQYFTJ71VU,0767832574,5.0
A1C9GCHR99WX3F,0767832574,5.0
A3L52SU61Z84K3,0767832574,5.0
A2A5J6GBT4EFJU,0767832574,5.0
A1GFAVH0VA0YNX,0767832655,5.0
A1USJVLZ7TNWCX,0767832655,5.0
A3148Y2ODCC5A,0767833163,5.0
A2V6QF9BVNXV5B,0767833163,5.0
A22RY8N8CNDF3A,0767833600,3.0
A3FRWVWNDRMLJH,0767833902,5.0
AN3A7SXR8HS3A,0767833902,1.0
A1L39B3I6KC7M2,0767833902,3.0
AGFO6RNCAAT09,0767833902,1.0
A1ZJGDID3CXXT0,0767833902,5.0
AIEESW7PKOP8P,0767833902,5.0
ATWK744FUQXVX,0767833902,2.0
A29COAL60SB48B,0767833902,3.0
ADAWLUDA0IZHI,0767833902,3.0
A2KUG6IJJHSIU0,0767833902,5.0
A2K8IGP6NBFHA4,0767833902,5.0
A3IIFZQ6PG6OPE,0767833902,1.0
A28DK4SLW5Q826,0767833902,1.0
A1PHX163M67Q0F,0767833902,5.0
A1UZWGMIJIBCBK,0767833902,1.0
A1COW0UIB5HA9J,0767833902,3.0
A25PSMFAFDN3P7,0767833902,1.0
A25FKN56PS5OKS,0767833902,3.0
AY7EMKCZIC67K,0767833902,1.0
AQ4NJ2T9PVI3L,0767833902,1.0
A3NJ2CZ0DTSRFZ,0767833902,1.0
A1UNSOAN1LMFBW,0767833902,4.0
AZ0F1262BPMD0,0767833902,4.0
A2UQIIJ2CD8REE,0767833902,4.0
A2AOBCV8KULTOL,0767833902,4.0
A25BJ6ZTGRNR3L,0767833902,5.0
A4GSQJBIIWK5I,0767833902,5.0
A3VO8JQT6LVXZ1,0767833902,1.0
ABWHLZFEM5SZY,0767833902,1.0
AZAEC78GCOGXE,0767833902,4.0
A3DE438TF1A958,0767833902,2.0
A1TF1PQSHA0EVP,0767833902,1.0
A6A0LTYEAMAP5,0767833902,1.0
AR943O96C630B,0767833902,1.0
A3K756EKEKRH58,0767834607,2.0
A2ZCVQ3SQYDZ0L,0767834615,5.0
A3KA07FC9MLZ0C,0767834615,5.0
A3QU2H85LA6OWW,0767834615,5.0
A2GGB5O6W6D8QN,0767834739,5.0
A1H6DNQSJLFLRB,0767834739,1.0
AKX8KL31RN0BE,0767834739,1.0
A1KADP520MN19F,0767834739,5.0
A1ZIHBKF8H32OY,0767834739,4.0
A2XC8WG3275EXG,0767834739,5.0
A1VIPUH954WALF,0767834739,4.0
A318ERC0YYLW2V,0767834739,1.0
A1GHUN5HXMHZ89,0767834739,4.0
A5I88702K12HM,0767834739,5.0
A16L3799K6ROOM,0767834739,4.0
A3DKMTKGUWKFZK,0767834739,5.0
A1RD1LL5E5JZOT,0767834739,5.0
A3Q1FVRV0CRYTH,0767834739,3.0
A2YEE1QOGEVEPC,0767834739,5.0
A15R12BEUSN44N,0767834739,3.0
AKO6K4SGJJ5OK,0767834739,4.0
A2DH9PFS5Y3RH0,0767834739,5.0
AWBS5D7SI70S,0767834739,1.0
AORGUK97MUPK7,0767834739,5.0
AJZZWCLI4I5GY,0767834739,3.0
AYWAY5MKLAITN,0767834739,1.0
A3REUILBAGPS06,0767834739,5.0
ANBQIWHO9JRFS,0767834739,3.0
A16FUU8WW76QFY,0767834739,1.0
A10WIE9N8Q6S90,0767834739,5.0
A2HVL790PBWYTU,0767834739,4.0
A2X69PX7ART0QS,0767834739,2.0
A1I1ZV10DSKSF3,0767834739,1.0
AQ01Q3070LT29,0767834739,2.0
ALG3BXK0FP8M5,0767834739,5.0
A1B20KPNQJ1EOO,0767834739,5.0
A3NLPY0FE433ZU,0767834739,5.0
AX8LSR4H6EBRJ,0767834739,4.0
AJS0XRWSWDO3O,0767834739,5.0
A1Y65G6U0KDMKQ,0767834739,5.0
A304KJDKTQKEDC,0767834739,5.0
A2CXZ3Q2QAJFNL,0767834739,4.0
A380XMMAQGW34E,0767834739,1.0
