asin,1,2,3,4,5,6,7,8,9,10
0783219857,0783219857,0767811070,0764006770,0780622642,078322172X,0782008348,0783227507,0783225792,0783229887,0780619250
0783221088,0783221088,0783237367,0780626702,076780922X,0783235666,0783114893,079072961X,0767827902,0783235690,0767802470
0783221487,0783221487,0767809335,0780621832,0783226837,0767811100,0780628551,0767821556,0783230478,0780620003,078062369X
078322172X,078322172X,0783219857,0780622561,0767816617,0767811100,0767809262,0783216084,0780020731,0780626702,0780619250
0783222149,0783222149,0783233515,0783226551,0764001035,076780161X,0784013470,0767835093,0790729636,0784011524,0764006770
0783222475,0783222475,0780630866,0767821556,0767802497,0767812182,0767821785,0767805712,0790729636,078062856X,0767809254
0783222726,0783222726,0784011524,0788809806,0783223609,0780626702,0767821920,0767835069,0767813871,0767825616,0767812166
0783222734,0783222734,0783223358,0780628519,0783226985,0783227388,0780020685,0783240295,0783227256,0767835093,0767802659
0783222823,0783222823,0783201672,0767817710,0767821785,0783226543,0783226004,0767836324,0783219857,0790729601,0783230435
0783222955,0783222955,0767827902,0767830520,0780631641,0782010059,0788806270,078322592X,0783234287,0783245157,0784012148
0783223218,0783223218,0767821785,0783245157,0783241313,0783240295,078062369X,0784011168,0780631684,0783226551,0783233469
0783223358,0783223358,0783222734,0780628519,0780621964,0767817478,0783226985,0783240295,0767817443,0783235623,0790729407
0783223609,0783223609,0788809806,0784011524,0767809254,0767821920,0780626702,0767835069,0767812166,0767809270,0767802594
078322365X,078322365X,078321958X,0780623711,0767816234,0767802497,076781956X,0790729601,0788816454,0780020715,0767853946
0783224079,0783224079,0767802519,0782008364,0780613880,0767819462,0780626478,0783113943,0767802497,0783240325,0783229526
0783225199,0783225199,0767827902,0780618068,0782010059,0767830520,0784011524,078322706X,0783222955,0780631641,0788806270
0783225253,0783225253,0783231210,0784001847,0783222149,0783232047,0784013470,0788882988,0788806734,0767836316,0783227507
0783225261,0783225261,0783243456,0780630866,0780622537,0783228317,0783225792,0767802772,0783241542,0783229356,0788821075
078322544X,078322544X,0784011710,078062565X,0784011648,0780023420,0780621611,0767802772,0783227507,0767812166,0767825616
0783225482,0783225482,0780613880,0780020731,0767809270,0782008364,0767819462,0767805712,079072961X,0783235690,0767811070
0783225504,0783225504,0783219105,0780618548,0767815335,0767819594,0767817729,0767826728,0790729709,0783219172,0780620003
078322561X,078322561X,0767836316,0005119367,0783225768,0783219598,0790729725,0788815474,0790729601,0780656172,0780622561
0783225725,0783225725,0783241313,0790729644,0784011176,0767802519,0783228457,0780628551,076781505X,0784011524,078321958X
0783225768,0783225768,0767812182,0767821785,0782008364,0767817656,0767821556,0767809254,0783114885,0767827007,0783227434
0783225792,0783225792,0767809246,0783225997,0782009980,0790729725,0783219857,078401020X,0783225881,0780622537,0784012148
0783225814,0783225814,0780623711,0767805267,0783233515,0780619552,0767802497,0767824555,0783232063,0788816454,0780607287
0783225849,0783225849,076783917X,0767827902,0767817656,0790729342,0767830520,076780192X,0790729377,0767811070,0780630904
0783225873,0783225873,0783227647,0767805712,0767835069,0780631528,0788811355,0780021967,0783225997,0767809254,0783235666
0783225881,0783225881,0767809246,0783225792,0767827678,079072961X,0783225997,0767809262,0783114885,0767812166,0790701022
078322592X,078322592X,0767827902,0783229356,0783226551,0782010059,0784012644,0783230435,0767817443,0767830520,0783245157
0783225962,0783225962,0788869973,0788809806,0783225970,0780622383,0784011524,0767835069,0767805712,0783223609,0780626702
0783225970,0783225970,0767815335,0783113145,0783225962,0783226543,0783225792,0767802551,0783243456,0783214243,0788869973
0783225997,0783225997,0790729377,0783225792,0767809246,0783240961,0780628799,0790729644,0783227647,0767802551,078321958X
0783226004,0783226004,0767827007,0780622537,0783201672,0783219857,0783226543,0767817710,0790729601,0780626966,0767827716
0783226039,0783226039,0767832248,0767809270,0780023420,0767802683,0783236352,0780623746,0783225997,0783235690,0780626478
0783226152,0783226152,0783229674,0782006809,0783237367,0783114893,0783227426,0767809335,0780619250,0783241569,0790729377
0783226160,0783226160,0782009980,0780613880,0780020731,0767809270,0783225792,0790729652,0767803434,0780630866,0783235690
0783226543,0783226543,0784011524,0790729725,0783223609,0788809806,0767821920,0784011206,0767809270,0767802594,0783225970
0783226551,0783226551,078401115X,078062369X,078322592X,0767803434,0783222149,0783229585,0783241569,076783917X,0767823729
0783226764,0783226764,0790729644,0780023420,0790701251,0767802470,0767821920,0783236352,0780621980,0783228457,0783225725
0783226799,0783226799,0767827929,076781505X,0783227361,0783225792,0767811070,0780622537,0783229356,0783227647,0767802772
0783226837,0783226837,0780622588,0780623711,0783225725,0780619412,0783228457,078321958X,0782006760,0783221487,0788815474
0783226853,0783226853,0767821556,0767812182,0767821785,0767809254,0780631684,0767827007,0783114885,0767814037,076783917X
078322687X,078322687X,0767832248,0767802683,0767809270,0783235623,0780626478,0767819586,0783227647,078322947X,0780623134
0783226985,0783226985,0783114885,0780628519,0780020685,0783240295,0780618548,0767849493,0767817680,078322995X,0790729687
078322706X,078322706X,076780922X,0783237367,0783227256,0790729709,0780613880,0767802497,0767812417,078323418X,0783227078
0783227078,0783227078,0783227256,0783237367,0790729709,0780613880,078322706X,0767802497,0788816454,078323418X,0788814664
0783227094,0783227094,0780621964,0788869973,0767802497,078401132X,0780630858,0780630874,0780620003,0767808673,078321958X
0783227256,0783227256,0783237367,0780022491,0784010218,0767815335,0780628519,0788815474,0780613880,0767803434,0790729709
0783227361,0783227361,0782008364,0783233078,0783227833,0780631641,0784011524,0788809806,0780626702,0767812166,0767809246
0783227388,0783227388,0767816617,0767811100,0767815335,0783227884,0783233515,0788869973,0767825616,0780621980,0767827902
0783227426,0783227426,0783226152,0780622561,0783223609,0767020308,0783230508,0780631153,0767851668,0783226551,0767817443
0783227434,0783227434,0764006770,0767811070,0767826728,0783229887,0783219172,0783227949,0782008348,0783225768,0780619552
0783227507,0783227507,0782006809,0780018664,0783229887,0780020731,0783230095,0783219857,0780619250,0790729377,0782008364
0783227647,0783227647,0767835069,0788812467,0783225873,0767809254,078322687X,0788821075,0783225997,0780021967,0783235666
0783227833,0783227833,0780626702,0782008364,0767827740,0783227361,0767802624,0767809246,076780922X,0767811100,0784011524
0783227876,0783227876,0783225504,078886047X,076781956X,0780623614,0783229356,0783233515,0783225997,0783223609,0783226039
0783227884,0783227884,0780022319,0767811070,0790729385,0767811100,0783227388,0767816617,0767825616,0788869973,0783233515
0783227949,0783227949,0780023420,0767812417,0780619609,0783227434,0780656946,0767811070,0780626702,0784011524,0788809806
0783227981,0783227981,0780623711,0783241607,0783227256,0783237367,0780619552,0790729709,0780613880,078322706X,0788814664
0783228015,0783228015,0783233469,0788806734,078322947X,078322687X,0780022300,0783105533,0788815741,0767810864,0788802194
0783228317,0783228317,078886047X,0780630866,0788821075,0788809806,0767819586,0783231474,0783225261,0780621573,0783229887
0783228457,0783228457,0783225725,0767836316,0767736680,0782008364,078062856X,0783226764,078321958X,0783226837,0790729644
0783228503,0783228503,0783234066,0780621832,0783230478,0767821556,0780022319,0783230494,0783234287,0767810864,0767830520
078322933X,078322933X,0780020715,0767839277,0783241593,0767819438,0764006770,0780631684,0767816234,0783241542,0783241917
0783229356,0783229356,078322592X,0764006770,0767802772,0783225792,0780622537,0784011206,076780161X,0783227388,0780656946
078322947X,078322947X,078322687X,0783225997,0783228015,0783226152,0788882988,0767827791,0783226004,0784011206,0780625218
0783229526,0783229526,0782008364,0780613880,0783241593,0767819462,0780022181,0767809270,0780618068,0780020715,078322933X
0783229585,0783229585,0783226551,0780619250,0780618548,078401115X,0767803434,078062369X,0767802551,076783917X,0783223218
0783229674,0783229674,0782006809,0783226152,0780623711,0788816454,0783241038,0767849493,0783241593,0767812778,0790720434
0783229887,0783229887,0780630904,0767817656,0767826728,0780630874,0783219172,0764006770,0783227434,0788869973,0780622383
078322995X,078322995X,0780618548,0783231474,0783226985,0780628519,0767817680,0790729369,0767836324,0767819438,0780020685
0783230095,0783230095,0783240171,0788815466,0783227507,0783231210,0780621573,0783230494,0780619552,0767809335,0780622642
0783230435,0783230435,0783234287,0780626702,0790729377,0783240961,078322592X,078322687X,0783225997,0780018664,0782008348
0783230478,0783230478,0780621832,0767821556,0780022319,0782006760,0783234287,0767810864,0782010059,0767830520,0783235593
0783230494,0783230494,0783230095,0780619765,0767827740,0783228503,0783231210,0780623711,0783219806,0780626478,0767805267
0783230508,0783230508,0783214243,0780022319,0790701022,0783225768,0780622561,0783239408,0767827902,0783227426,0783241607
0783231032,0783231032,0767805712,0780626702,0767827651,076780922X,0783227833,0767827740,0780625129,0767802624,0784011176
0783231210,0783231210,0783225253,0783240295,0767819438,0767812387,0767826728,078062369X,0783233515,0783230095,0783223218
0783231474,0783231474,078322995X,0780627024,0767819586,078062369X,0788809806,0780630866,0783228317,0788821075,0780622642
0783232047,0783232047,0780621832,0780656172,0767821556,0788806734,0767835093,0783230478,0783227507,0784010528,0783225253
0783232063,0783232063,0788816454,0780623711,0780619552,0783233515,078881107X,0767816617,0783229674,0767826728,0783227256
0783233078,0783233078,0783227361,0783114907,0767825616,0767811100,0780023420,0783227434,0767816617,0783230435,0790729377
0783233469,0783233469,0783235623,0783228015,0782006809,0767020308,0767811097,0783223218,0767003357,0783227647,078062369X
0783233493,0783233493,0767836316,0783234996,0783117388,0783227256,0783237367,078322706X,0790729709,0790729644,0780613880
0783233507,0783233507,0767816617,0767811100,0783227388,0788869973,0783233515,0767825616,0783225792,0767827902,0783217048
0783233515,0783233515,0783222149,0780623711,0788816454,0767835093,0767811100,0783227388,0767826728,0780626478,0780619552
0783233582,0783233582,0767812778,0767726227,0790729652,0767814037,0783240694,0783241917,0788821075,078323502X,0767810864
0783234066,0783234066,0780619765,0783228503,0780621832,0783230478,0767821556,0780022319,0783234287,0767810864,078322995X
078323418X,078323418X,0767802497,0783237367,0783227256,0780613880,0790729709,078322706X,0780628799,0783227078,0788814664
0783234287,0783234287,0783230435,0780626702,0767811070,0780621832,0764006770,0767827902,0783230478,0767830520,0782010059
0783234996,0783234996,0767836316,078324021X,078201061X,0783233493,0780656946,0788803743,0767819586,0783225792,0783227256
078323502X,078323502X,0783236352,0783235666,0780020731,0780021932,0790729377,0780022491,0780023420,078062565X,0784011524
0783235593,0783235593,0783230478,0780621832,0767821556,0780622537,0780625129,0780022319,078322592X,0767817656,0767830520
0783235623,0783235623,0780626702,0783233469,0790729377,0780623134,0780021967,078322687X,0767827716,078401020X,0780622537
0783235666,0783235666,0783235690,078323502X,0780020731,0783227647,0783219172,0782009980,0783221088,0783225997,0780630459
0783235690,0783235690,0780613880,0780020731,0767809270,0788814958,0767802802,0780626702,0783235666,0767803434,0767836286
0783236352,0783236352,0780626702,0780020731,078323502X,0790729377,0780023420,0780021932,0780022491,0767802802,078062565X
0783237367,0783237367,0783227256,0783114893,0783241569,0783221088,0780619439,0780613880,0790729709,078322706X,0783226152
0783237413,0783237413,0783243456,0780630874,0780622642,0767835093,0764006770,0780631684,0783229887,0767817664,0767815335
0783237979,0783237979,0783208227,0767832248,0788806734,0783225814,0788811207,0780631684,076783917X,0767827791,0783223609
0783239408,0783239408,0788814664,0790729601,0767827902,0780625129,078062369X,0783225997,0790729385,0780622561,0780620003
0783240171,0783240171,0767811100,0783230095,0767817729,0788815466,0767805712,0783223218,0783227507,0767851013,0780619765
078324021X,078324021X,0783234996,0767816234,078201061X,076781956X,0767824555,0767851668,0780628799,0784010528,0767836286
0783240287,0783240287,0767808673,0783226551,078322544X,0780627024,076780922X,0788806734,0790729385,0783240325,0767821556
0783240295,0783240295,0780628519,0780618548,0783226985,0780020685,0767819438,0784013470,0767821920,0767849493,0783223218
0783240325,0783240325,0782008364,0780613880,0767819462,0780626478,0767802497,0783241593,0780631641,0780622537,0783225482
0783240694,0783240694,0780023420,0783229887,0780619765,0767805712,0767825616,0780622588,0783226764,0767827651,0780628519
0783240953,0783240953,0767827902,0783234287,0783245157,0782010059,0767830520,0788806270,0780631641,078322592X,0784012148
0783240961,0783240961,0767805267,0767802551,0783230435,078321958X,0780023420,0767827902,0783225997,0780631684,0780630904
0783241038,0783241038,0783241399,0783229674,0780630866,0780619552,0783233515,0780623711,0783241593,0782006809,0780020715
0783241313,0783241313,0783225725,0767821785,0767835980,0783223218,0783240295,0780619439,0780631528,0780628551,0790729636
0783241399,0783241399,0783241038,0780628799,0780613880,0783237367,0780628519,078323418X,0767802497,0783227256,0767802624
0783241542,0783241542,0767816234,0780628519,0782008364,0767819462,0780619552,0780613880,0783241593,0767821920,078322933X
0783241569,0783241569,0783237367,0767819594,0783226551,0783114893,078062369X,0767803434,0780622561,078401115X,076783917X
0783241593,0783241593,0767825616,0767849493,078322933X,0767839277,0780020715,0790729636,0780613880,0767819462,0782008364
0783241607,0783241607,0767802624,0780629159,0790729636,0780628519,0767805712,0767826728,0767816234,0783233078,0780619765
0783241909,0783241909,0783114583,0783229526,0767816617,0782009123,0783232063,0783229887,0767812182,0782008380,078322172X
0783241917,0783241917,0790729601,0767815335,078062369X,0783240295,0783241593,0767835093,0767802497,078322933X,0783241542
0783242379,0783242379,0767817680,0788860704,0783235666,0780626966,0783226004,0780020723,0780022300,0780021967,0780627806
0783243456,0783243456,0767833902,0783237413,0784011524,0767809254,0767827007,0767812182,0767816234,0767806239,0767811097
0783243499,0783243499,0780631684,0767821556,0767816234,0767812182,0767821785,0767816617,0767811100,0767817680,078062856X
0783245157,0783245157,0780020723,0767827902,0783211856,0783223218,0782010059,0783234287,0767830520,0783240953,078322592X
0784001847,0784001847,0788811002,076781505X,0783225253,0780623134,0783229887,0788859951,0780621611,0783105533,0767003357
078401003X,078401003X,0767821785,0767821556,0767817680,0767812182,0790701022,0767802683,0780631684,0783114885,0767809254
0784010188,0784010188,0767815335,0784011923,0767834739,0783227388,0783241917,0784010315,0780630858,0784010528,0767849493
078401020X,078401020X,0767812182,0783114885,0767821785,0783235623,0788821075,0767821556,0767809254,0767853946,0782006787
0784010218,0784010218,0783227256,0767815335,0783237367,0767802497,0788815474,0783241542,0767819438,0790729709,0767802683
0784010315,0784010315,0767815335,0767830520,0784012644,0780020731,0783227388,0767802519,0780628799,0784011540,0783114893
0784010528,0784010528,0782008364,0780613880,0767836286,0783105533,0767827902,0767819462,0767812166,078324021X,0780631641
078401115X,078401115X,0783226551,0767803434,078062369X,076783917X,0783229585,076780192X,0783241569,0790729369,0767823729
0784011168,0784011168,0767821785,078062856X,0780630904,0780631684,0767812182,0764006770,0783219172,0788869973,0767811097
0784011176,0784011176,0780022491,076783917X,0783225725,0780626702,0780621832,078201061X,0780622537,0767805712,0767819594
0784011206,0784011206,0784013470,0790729601,0784011923,0767835093,0782008364,0767811100,078062369X,0783241917,0783226543
078401132X,078401132X,0780621964,079072880X,0780619609,0780623711,0783227094,0788821075,0780620003,0783114893,0780631153
0784011524,0784011524,0788809806,0783223609,0780626702,0767835069,0767813871,0767821920,0767825616,0767802683,0767812166
0784011540,0784011540,0767809688,0784012644,0788812467,0780020731,0784010315,0780622642,0780631641,0767817680,0783114729
0784011648,0784011648,078062565X,0784011710,0767819179,0767835069,0790729369,078322544X,0784011524,0788809806,0767825616
0784011710,0784011710,078062565X,0784011648,078322544X,0767810864,0783211856,0767811070,0767803434,0780625129,0783227949
0784011796,0784011796,0784011168,0780621980,0767811100,0767816234,0780020685,0767817710,0767802470,078401115X,0780631153
0784011923,0784011923,0784011206,0780621832,0784011524,0780620003,0767827716,0767802624,0767802683,0783225792,0783225725
0784012148,0784012148,0767827902,0780631641,0782010059,076781956X,0783225792,0767830520,0783222955,078322592X,0783240953
0784012644,0784012644,0767834739,078322592X,0784011540,0784010315,0788812467,0783226551,0767812778,0783229585,0783227507
0784012717,0784012717,0780023420,0767812166,0783240961,0780020847,0783236352,0780626702,0783235666,0783116926,0767825616
0784012822,0784012822,0780618068,0783225199,0790729393,078401003X,0780630874,0788869973,0783201672,0783241917,0788867164
0784013470,0784013470,0767835093,0784011206,0767811100,0790729601,078062369X,0783240295,0780630904,0764006770,0783219172
0784018235,0784018235,0767003357,0784011540,0783225962,0788811355,0767827929,0782009980,0767802802,0780022300,0767812131
078860676X,078860676X,0780656946,0784011176,0780622537,0783235593,0790701022,0783242379,0310263662,0767810864,0784011540
0788802194,0788802194,0788812807,0780018664,0788828126,0780022300,0780629159,0783228015,0788812408,0780022491,0783114907
0788803743,0788803743,0783234996,0788805533,0780020715,0788806270,0767836324,0783243499,0788812807,0767802624,0788821075
0788805533,0788805533,0788803743,0780621964,0780619412,0783222734,0790729652,0780630874,0788812408,0767834739,078062369X
0788806270,0788806270,0767827902,0788859137,0767830520,0782010059,0780622588,0783222955,078322592X,0783245157,0783234287
0788806734,0788806734,0783228015,0788811207,0783226551,0783232047,0783237367,0780627024,0783240287,0784010528,0783237979
0788809806,0788809806,0784011524,0783223609,0767851013,0780626702,0767821920,0767835069,0767813871,0764005553,0767825616
0788811002,0788811002,0784001847,0780628519,0783226985,076781505X,078881172X,0780020685,0780623134,0783222955,0783227256
078881107X,078881107X,0788816454,0783232063,0780623711,0767816617,0783227256,0767835093,0783233515,079072880X,0767826728
0788811207,0788811207,0767821556,0788806734,0767827813,0767827740,0767827791,0767802683,0780651359,0782002064,0790729709
0788811355,0788811355,0780022491,0780621832,0788814664,0767802802,0767825616,0767819586,0767812182,0788860704,0783225873
078881172X,078881172X,0780621832,0783230478,0767821556,0788811002,0780022319,0782008364,0767830520,0783234287,0788812408
0788812408,0788812408,0788802194,0788812807,078881172X,0782008364,0788803743,0788806270,0783219458,0767802624,0780630459
0788812467,0788812467,0783227647,0784012644,0784011540,0783235666,0784010315,0783225873,0783225997,0780021967,078322687X
0788812807,0788812807,0788802194,0782008364,0788806270,0783219458,0767802624,0783227833,0788812408,0788803743,0767836324
0788814664,0788814664,0783239408,0788821075,0783227256,0780626702,0780622537,0783225997,0783114907,0788811355,0783237367
0788814958,0788814958,0780613880,0780020731,0767809270,0783235690,0767803434,0783225482,0782006787,0767802802,0767806239
0788815466,0788815466,078062369X,0783230095,0783240171,0767817486,0783227507,0783237413,0767806808,0783233078,0783225792
0788815474,0788815474,0767815335,0783227256,0783241917,0784010218,0780622588,0784013470,0783241542,0780630866,0783226837
0788815741,0788815741,0780626478,0780613880,0767819462,0783228015,0782008364,0783105533,0767802497,0780628551,0783225482
0788816454,0788816454,0783232063,0783233515,0780623711,0767826728,0780619552,078881107X,0783229674,0767833902,0780630858
0788821075,0788821075,0780613880,0767803434,0767809270,078401020X,0788814664,0783227647,0780020731,0788809806,0767816234
0788828126,0788828126,0788802194,0783234287,0780020731,0788806270,0783236352,078881172X,0767830520,0790729377,0780022491
0788832182,0788832182,0788809806,0784011524,0783223609,0780626702,0767835069,0767821920,0767813871,0767825616,0782002064
0788858408,0788858408,0767827678,079072961X,0783114885,0780651359,0780622545,0790729687,0767809262,0783225881,0767821920
0788859137,0788859137,0788806270,0738920762,0783226160,0780621964,0780630858,0780626478,0780619412,078401132X,0780630874
0788859951,0788859951,0784001847,0788809806,0783225504,0783225482,0780623134,0767817664,0783233469,0784011540,078322561X
078886047X,078886047X,0783228317,0782008364,0780022491,0780621832,0783227256,0783240325,0767819462,0780020685,0767726227
0788860704,0788860704,0780022491,0767808673,0780621832,0783242379,0767821408,0783219857,0767836324,0788811355,078062369X
0788861948,0788861948,0788867164,0767819594,0780621573,0780614097,0780619250,0767834739,0784012822,0783226160,076780676X
0788867164,0788867164,0788861948,0780614097,0784012822,0780619250,0767834739,076780676X,0790729342,0767805267,076780922X
0788869973,0788869973,0764006770,0780630874,0783229887,0784011168,0767816617,0767811100,0780630904,0783227094,0783227388
0788882988,0788882988,0783234287,0780020731,0783235666,078322947X,0767809246,0783235623,0790701022,0780630459,0767817680
0790701022,0790701022,0783230508,0780656946,0767817656,0783225997,0767809246,078401003X,0783235690,0784011176,0783225792
0790701251,0790701251,0783226764,0767827902,0780020731,0790729644,0783226039,0790729385,0783225997,0767811070,0790705141
0790705141,0790705141,0767811100,0780626702,0782008364,0790729385,0790701251,0783235690,0783216084,0783117388,0780656946
079070546X,079070546X,0783232063,0767827678,079072961X,0767819438,076780192X,0780651359,0783114885,0783228015,0767826728
0790720434,0790720434,0767827813,0783229674,0782006809,0783115202,0783226152,0780621832,0783230478,0767812778,0767821556
0790725657,0790725657,0783105533,0780621832,0783230478,0767821556,0767836316,0780023420,0310263662,0767851013,0780022319
0790728354,0790728354,0780621964,0767805267,0767817478,0780619250,0783240961,0783219105,0783243456,079072880X,0767816617
079072880X,079072880X,0780623711,0780621964,0780619552,078401132X,0783233515,0783232063,0780607287,0788816454,0783225814
0790729342,0790729342,0767811070,0790729601,0764006770,076780192X,0782008348,0784013470,0767835093,0783241917,0783227434
0790729350,0790729350,0767827902,0783230478,0767830520,0780621832,0782010059,0767827678,0783234287,0767821556,079072961X
0790729369,0790729369,0767819179,0767825616,0780618548,0784011648,0767803434,0780628519,0767835069,0783226985,078322995X
0790729377,0790729377,0783235623,0780020731,0783230435,0783225997,0782008348,0783236352,0780021932,0780022491,0780023420
0790729385,0790729385,0767811070,0783227884,0780630866,0767811100,0790729601,0767849493,076780192X,0783226039,0783235690
0790729393,0790729393,0767812182,0767821785,0767821556,0767809254,0767827007,0767836359,0783114885,0780627415,078062856X
0790729407,0790729407,0767827902,0783227507,0783223358,0783237367,0783114893,0782010059,0783241569,0767830520,0767811097
0790729601,0790729601,0767835093,0784013470,0784011206,078062369X,0790729342,0783241917,0767811100,0783239408,0790729385
079072961X,079072961X,0767827678,0783114885,0780651359,0767827902,0783225482,0788858408,0783221088,0780622545,0780626702
0790729628,0790729628,076780192X,0790701022,0767821920,0780020685,078324021X,0767811070,0307514161,0783234996,0790729725
0790729636,0790729636,0783241593,0780622642,0767815335,0783115202,0780630459,0783241607,0767825616,0783225725,0780630874
0790729644,0790729644,0783226764,0783225725,0783225997,0780020731,0790701251,0783226039,078321958X,0783236352,0780629450
0790729652,0790729652,0767802497,0782009980,0780630866,076783917X,078201061X,0780630858,0767836316,078323418X,0788821075
0790729660,0790729660,0780628799,0782006787,0780620003,0767806239,078062369X,078401020X,0767805712,079072961X,0767827678
0790729687,0790729687,0767811097,0784011524,0780628519,0788809806,0784011168,0767821920,0783226985,0780630874,0782008364
0790729709,0790729709,0767819594,0780618548,0767815335,0767817729,0767849493,0767802497,0783237367,0783227256,0780613880
0790729717,0790729717,0783211856,0790701251,0783225970,0767003357,0780622545,076781505X,0767825411,0788811207,0783240171
0790729725,0790729725,0783226543,0767830520,0783225792,0780623134,076780192X,0790729377,0784010315,0783230435,0767817729
