asin,1,2,3,4,5,6,7,8,9,10
0784011206,0784011206,0784013470,0784011923,0767835093,0767811100,078062369X,0783241917,0783219458,0783225768,0780651359
0784011648,0784011648,078062565X,0784011710,0790729369,078322544X,0767825616,0767809270,0767812166,0767813871,0788814664
0784011710,0784011710,078062565X,0784011648,078322544X,0767810864,0783211856,0767803434,0780625129,0783227949,0767819586
0784011796,0784011796,0784011168,0780621980,0767811100,0780020685,0767817710,0767802470,078401115X,0780631153,078322172X
0784011923,0784011923,0784011206,0780621832,0767827716,0767802624,0767802683,0783225792,0783219857,0784010188,0767812166
0784012644,0784012644,0767834739,0784010315,0767812778,0783227507,0783240953,0790729393,0767812166,0783208227,076780922X
0784012822,0784012822,0780618068,0783225199,0790729393,0783241917,0788867164,0780631153,0780622545,079072961X,0788861948
0784013470,0784013470,0767835093,0784011206,0767811100,078062369X,0783240295,0764006770,0783219172,0790729342,0780631684
0784018235,0784018235,0767003357,0788811355,0767827929,0782009980,0767802802,0780022300,0718000315,0783241569,0769403468
078860676X,078860676X,0780656946,0784011176,0780622537,0783235593,0790701022,0783242379,0310263662,0767810864,0783235666
0788802194,0788802194,0788812807,0788828126,0780022300,0780629159,0783228015,0788812408,0780022491,0788806270,0788814664
0788803743,0788803743,0783234996,0788805533,0780020715,0788806270,0767836324,0783243499,0788812807,0767802624,0788821075
0788805533,0788805533,0788803743,0780619412,0783222734,0790729652,0788812408,0767834739,078062369X,0767817664,0788832182
0788806270,0788806270,0767830520,0782010059,0780622588,0783222955,0783240953,0788812807,0780631641,0767817664,0788803743
078881107X,078881107X,0788816454,0780623711,0783227256,0767835093,0783233515,0780619552,0767834739,0764007211,0780607287
0788811207,0788811207,0767827813,0767802683,0780651359,0782002064,0790729709,078322687X,0783221487,0783237979,0783235593
0788811355,0788811355,0780022491,0780621832,0788814664,0767802802,0767825616,0767819586,0788860704,0783225873,0767805712
078881172X,078881172X,0780621832,0767830520,0788812408,0782010059,0783235593,0767810864,0783235690,0780619412,0788828126
0788812408,0788812408,0788802194,0788812807,078881172X,0788803743,0788806270,0783219458,0767802624,0780630459,0788828126
0788812807,0788812807,0788802194,0788806270,0783219458,0767802624,0788812408,0788803743,0767836324,0767809246,0783225768
0788814664,0788814664,0783239408,0788821075,0783227256,0780626702,0780622537,0783225997,0788811355,0783237367,0790729709
0788814958,0788814958,0767809270,0783235690,0767803434,0783225482,0767802802,0767806239,0780022181,0767805712,078401020X
0788815466,0788815466,078062369X,0783240171,0783227507,0783237413,0783233078,0783225792,0783241593,076780922X,0783113145
0788815741,0788815741,0780626478,0783228015,0783225482,0780631641,0780622537,0783243456,0790729709,0783241593,078322706X
0788816454,0788816454,0783233515,0780623711,0780619552,078881107X,0780656946,0783227078,0780607287,0783227256,0767835093
0788821075,0788821075,0767803434,0767809270,078401020X,0788814664,0783227647,0783241542,0783237367,0767849493,0783227256
0788828126,0788828126,0788802194,0788806270,0783236352,078881172X,0767830520,0790729377,0780022491,0767726227,078062565X
0788832182,0788832182,0780626702,0767813871,0767825616,0782002064,0767809270,0767812166,0767802594,0767803434,0790729687
0788858408,0788858408,079072961X,0780651359,0780622545,0790729687,0767809262,0783225881,079070546X,0783234996,0790729660
0788859951,0788859951,0784001847,0783225504,0783225482,0780623134,0767817664,0767836359,0780622537,0783235690,0788814958
078886047X,078886047X,0783228317,0780022491,0780621832,0783227256,0780020685,0767726227,0782002064,0780656172,0783227876
0788860704,0788860704,0780022491,0767808673,0780621832,0783242379,0767821408,0783219857,0767836324,0788811355,078062369X
0788861948,0788861948,0788867164,0780621573,0780614097,0767834739,0784012822,0783226160,076780922X,0783235593,0788860704
0788867164,0788867164,0788861948,0780614097,0784012822,0767834739,0790729342,0767805267,076780922X,0783227388,078322706X
0788882988,0788882988,0783235666,078322947X,0767809246,0790701022,0780630459,0780626702,0780623134,0790729636,0783225253
0790701022,0790701022,0783230508,0780656946,0783225997,0767809246,0783235690,0784011176,0783225792,0780022181,0783222475
0790701251,0790701251,0790729644,0783226039,0790729385,0783225997,0790705141,0783236352,0767805712,0790729636,0782010059
0790705141,0790705141,0767811100,0780626702,0790729385,0790701251,0783235690,0783216084,0783117388,0780656946,0783221088
079070546X,079070546X,079072961X,076780192X,0780651359,0783228015,0767853636,0767849493,0780622545,0788858408,0767802594
0790720434,0790720434,0767827813,0783115202,0783226152,0780621832,0767812778,0788811207,0790725657,0783241038,0767802802
0790725657,0790725657,0780621832,0767836316,0310263662,0767851013,0767825616,0790720434,0783225253,0780622588,0783240694
0790729342,0790729342,0764006770,076780192X,0782008348,0784013470,0767835093,0783241917,0783227434,078062369X,0767849981
0790729350,0790729350,0767830520,0780621832,0782010059,079072961X,0780625129,0783222955,0780631641,0790701251,0784010528
0790729369,0790729369,0767825616,0780618548,0784011648,0767803434,0783226985,078322995X,0780619552,078401115X,0783240295
0790729377,0790729377,0783225997,0782008348,0783236352,0780022491,0767830520,0782002064,0783226039,078062565X,0783227507
0790729385,0790729385,0783227884,0767811100,0767849493,076780192X,0783226039,0783235690,0767835093,0783235666,0783241917
0790729393,0790729393,0767821785,0767809254,0767836359,0780627415,078062856X,0780631684,078401020X,0783225768,0784011168
0790729407,0790729407,0783227507,0783223358,0783237367,0782010059,0783241569,0767830520,0783226152,0780631641,0788806270
079072961X,079072961X,0780651359,0783225482,0788858408,0783221088,0780622545,0780626702,0767827716,0780625129,0790729687
0790729628,0790729628,076780192X,0790701022,0780020685,078324021X,0307514161,0783234996,0790729725,0780622545,0764006770
0790729636,0790729636,0783241593,0780622642,0783115202,0780630459,0767825616,0783222475,0783241313,0767849493,0783235666
0790729644,0790729644,0783225997,0790701251,0783226039,078321958X,0783236352,0780629450,0767827929,0790729377,0780022491
0790729652,0790729652,0782009980,0767836316,078323418X,0788821075,0767802624,0783225792,0780651359,0790729636,079072961X
0790729660,0790729660,0780628799,0767806239,078062369X,078401020X,0767805712,079072961X,0788814958,0783225792,0783234996
0790729687,0790729687,0784011168,0783226985,0764006770,0780626702,076780192X,0780020685,0783219172,0780608372,079072961X
0790729709,0790729709,0780618548,0767849493,0783237367,0783227256,078322706X,078323418X,0783227078,0788814664,0767802624
0790729717,0790729717,0783211856,0790701251,0783225970,0767003357,0780622545,076781505X,0767825411,0788811207,0783240171
0790729725,0790729725,0767830520,0783225792,0780623134,076780192X,0790729377,0784010315,0767836316,0767836359,0780626478
